first;second;tupleType;plagType;plagTypeGroup;tool;similarity
student8089;student8412;Original-Original;SMM;z5z5;SMM;0.0
student8089;student8576;Original-Original;SMM;z5z5;SMM;0.0
student8089;student4261;Original-Original;SMM;z5z5;SMM;0.0
student2664;student5829;Original-Original;SMM;z5z5;SMM;0.0
student8089;student5829;Original-Original;SMM;z5z5;SMM;0.0
student2664;student5536;Original-Original;SMM;z5z5;SMM;0.0
student8089;student5536;Original-Original;SMM;z5z5;SMM;0.0
student8089;student2267;Original-Original;SMM;z5z5;SMM;0.0
student2664;student8288;Original-Original;SMM;z5z5;SMM;0.0
student8089;student8288;Original-Original;SMM;z5z5;SMM;0.0
student2664;student3542;Original-Original;SMM;z5z5;SMM;0.0
student2664;student2371;Original-Original;SMM;z5z5;SMM;0.0
student8089;student2664;Original-Original;SMM;z5z5;SMM;0.0
student8089;student3542;Original-Original;SMM;z5z5;SMM;0.0
student8089;student2371;Original-Original;SMM;z5z5;SMM;0.0
student8089;student1649;Original-Original;SMM;z5z5;SMM;0.0
